PolicyID,ProductID,PlanID,Sex,IssueDate,IssueAge,PolicyTerm,PolicyCount,SumAssured
4600,TERM_2,PLAN_A,F,23,18/03/2017,10,65,546955.598
4601,TERM_2,PLAN_B,F,35,28/02/2012,20,92,584288.4174
4602,TERM_2,PLAN_A,F,35,29/12/2011,10,32,588334.7539
4603,TERM_1,PLAN_B,M,56,13/10/2022,20,22,80436.69894
4604,TERM_2,PLAN_A,M,37,01/09/2010,20,41,455868.7251
4605,TERM_2,PLAN_B,F,58,02/11/2018,20,43,815092.7558
4606,TERM_2,PLAN_A,M,52,10/11/2022,20,38,704831.6025
4607,TERM_2,PLAN_B,M,47,18/10/2012,20,82,25868.9401
4608,TERM_2,PLAN_B,M,38,28/01/2019,15,40,580367.5988
4609,TERM_1,PLAN_B,M,53,26/12/2012,20,45,388218.8252
4610,TERM_2,PLAN_B,F,25,07/08/2011,10,55,196474.4518
4611,TERM_1,PLAN_B,M,39,31/01/2011,20,55,602214.6792
4612,TERM_1,PLAN_B,M,46,18/03/2012,10,88,134605.6957
4613,TERM_2,PLAN_A,M,41,09/08/2014,10,74,783827.782
4614,TERM_1,PLAN_A,F,38,13/09/2015,20,15,109675.3232
4615,TERM_1,PLAN_A,M,27,30/04/2013,10,80,155769.3317
4616,TERM_1,PLAN_B,F,56,10/12/2014,15,34,451979.4142
4617,TERM_2,PLAN_B,F,59,28/05/2012,10,26,431568.6463
4618,TERM_2,PLAN_B,F,46,21/05/2014,10,82,169687.1349
4619,TERM_1,PLAN_A,M,24,22/01/2020,20,60,427113.1515
4620,TERM_1,PLAN_A,F,22,21/10/2014,15,53,803203.8112
4621,TERM_1,PLAN_A,M,58,27/12/2016,15,49,224724.859
4622,TERM_2,PLAN_B,M,22,03/07/2012,15,57,406625.7765
4623,TERM_2,PLAN_A,M,40,11/08/2010,20,39,666543.4423
4624,TERM_1,PLAN_B,F,55,28/03/2010,15,35,959805.4787
4625,TERM_1,PLAN_A,F,27,18/08/2019,15,49,671566.3106
4626,TERM_2,PLAN_B,M,28,27/02/2016,15,20,84817.82825
4627,TERM_2,PLAN_B,F,27,22/08/2018,15,83,413882.8896
4628,TERM_2,PLAN_A,F,44,30/12/2021,20,92,913040.3783
4629,TERM_1,PLAN_B,F,51,11/09/2015,10,72,306074.4248
4630,TERM_1,PLAN_B,F,54,21/10/2013,15,74,928622.0241
4631,TERM_2,PLAN_B,F,49,20/01/2018,20,32,680917.1454
4632,TERM_1,PLAN_B,M,32,20/05/2024,15,39,457259.9657
4633,TERM_1,PLAN_A,F,42,06/01/2022,10,10,497832.4288
4634,TERM_1,PLAN_B,M,28,20/04/2014,15,12,264908.3295
4635,TERM_2,PLAN_A,F,36,06/08/2015,20,11,316661.1553
4636,TERM_1,PLAN_B,F,56,17/02/2016,15,47,437650.3171
4637,TERM_2,PLAN_A,F,47,16/03/2017,15,82,85549.45436
4638,TERM_1,PLAN_A,F,22,04/11/2021,20,96,162005.3971
4639,TERM_1,PLAN_B,F,43,07/04/2018,10,43,668088.5205
4640,TERM_1,PLAN_A,F,20,22/11/2019,15,83,862140.0489
4641,TERM_2,PLAN_A,M,24,11/12/2010,20,75,864297.8788
4642,TERM_2,PLAN_A,F,49,24/06/2016,15,53,723685.2529
4643,TERM_1,PLAN_B,M,23,21/11/2017,10,25,986509.8598
4644,TERM_1,PLAN_A,M,41,08/04/2018,15,36,877993.699
4645,TERM_1,PLAN_A,F,45,03/09/2023,10,78,859161.5501
4646,TERM_1,PLAN_B,F,26,28/09/2010,10,70,242354.953
4647,TERM_1,PLAN_B,F,55,25/05/2021,10,34,322819.2177
4648,TERM_2,PLAN_A,M,26,17/07/2014,10,72,586729.4372
4649,TERM_2,PLAN_A,F,53,09/12/2023,15,43,423063.4318
4650,TERM_1,PLAN_A,M,22,21/08/2017,10,11,888461.6592
4651,TERM_1,PLAN_B,F,25,11/07/2024,15,93,126235.3704
4652,TERM_1,PLAN_B,F,32,06/09/2012,10,91,817491.9707
4653,TERM_2,PLAN_B,F,58,20/12/2023,20,59,809088.0211
4654,TERM_1,PLAN_B,F,22,01/05/2010,20,78,301089.2033
4655,TERM_1,PLAN_A,F,42,23/02/2010,15,26,576403.3644
4656,TERM_1,PLAN_B,M,51,14/02/2024,15,70,419969.5321
4657,TERM_1,PLAN_A,F,38,03/06/2023,15,63,415506.7928
4658,TERM_1,PLAN_B,M,52,12/02/2013,15,60,140640.4289
4659,TERM_2,PLAN_B,F,52,02/11/2015,20,31,46752.61835
4660,TERM_2,PLAN_A,F,28,15/06/2023,10,91,380497.5955
4661,TERM_1,PLAN_A,M,23,25/02/2015,10,28,200155.0297
4662,TERM_2,PLAN_B,M,26,24/03/2022,10,49,787636.6535
4663,TERM_1,PLAN_B,M,58,06/04/2012,15,42,586687.0186
4664,TERM_1,PLAN_B,F,41,26/11/2021,10,31,194346.5149
4665,TERM_1,PLAN_B,F,48,17/07/2020,20,70,920120.381
4666,TERM_2,PLAN_A,F,51,26/11/2011,10,12,962151.1198
4667,TERM_2,PLAN_B,F,49,29/09/2021,20,87,400194.0779
4668,TERM_2,PLAN_A,F,45,06/01/2023,15,8,522910.5297
4669,TERM_2,PLAN_B,F,34,12/08/2021,20,87,553224.2124
4670,TERM_1,PLAN_B,F,53,19/09/2013,20,84,625977.3539
4671,TERM_1,PLAN_B,M,39,01/06/2015,15,3,213864.6584
4672,TERM_2,PLAN_A,F,21,11/06/2011,10,66,371273.8262
4673,TERM_1,PLAN_A,F,23,15/10/2021,20,57,138169.9248
4674,TERM_1,PLAN_B,M,38,03/09/2017,15,65,664503.9973
4675,TERM_2,PLAN_B,F,30,31/07/2017,15,0,819927.7511
4676,TERM_1,PLAN_A,M,49,30/01/2012,20,55,232018.6083
4677,TERM_2,PLAN_B,M,50,30/07/2018,10,80,522794.3488
4678,TERM_2,PLAN_A,M,51,20/06/2022,20,63,877880.2883
4679,TERM_1,PLAN_B,F,39,31/12/2014,15,6,899122.4726
4680,TERM_1,PLAN_B,F,43,29/08/2012,15,0,105157.9809
4681,TERM_1,PLAN_B,F,47,18/11/2017,15,25,460317.2394
4682,TERM_1,PLAN_B,F,42,22/09/2019,20,69,375547.7662
4683,TERM_2,PLAN_A,M,55,22/04/2021,15,12,863066.8848
4684,TERM_1,PLAN_B,M,47,15/06/2022,15,72,978262.9852
4685,TERM_2,PLAN_B,F,32,27/11/2012,20,35,28038.71397
4686,TERM_1,PLAN_A,M,37,15/03/2023,15,39,780393.823
4687,TERM_1,PLAN_B,F,27,23/07/2021,10,44,533615.891
4688,TERM_1,PLAN_A,F,36,12/12/2023,15,67,891335.7576
4689,TERM_2,PLAN_A,F,38,27/10/2024,10,58,687204.9632
4690,TERM_2,PLAN_A,M,44,07/06/2023,15,64,547058.2842
4691,TERM_1,PLAN_A,F,55,22/06/2016,15,22,653348.0294
4692,TERM_2,PLAN_B,F,31,18/11/2022,10,60,939172.1087
4693,TERM_2,PLAN_A,F,34,06/02/2013,20,99,389525.0655
4694,TERM_1,PLAN_A,F,47,30/09/2010,15,44,223703.1683
4695,TERM_1,PLAN_B,F,48,07/09/2018,20,71,377614.5726
4696,TERM_1,PLAN_A,F,40,06/09/2019,15,2,613046.9454
4697,TERM_2,PLAN_A,F,45,29/04/2023,20,44,483541.0565
4698,TERM_1,PLAN_B,M,20,18/06/2016,10,69,885805.1413
4699,TERM_1,PLAN_A,M,51,09/09/2017,15,34,907133.1816
4700,TERM_1,PLAN_A,M,57,05/07/2011,20,9,587963.4085
4701,TERM_1,PLAN_B,M,22,06/12/2012,20,1,880806.3315
4702,TERM_2,PLAN_A,M,50,23/10/2018,10,67,418645.5265
4703,TERM_2,PLAN_B,F,24,02/06/2018,10,39,782946.5704
4704,TERM_1,PLAN_A,M,55,18/04/2011,10,32,620962.4996
4705,TERM_1,PLAN_B,M,21,24/05/2011,15,24,370048.797
4706,TERM_1,PLAN_A,M,55,22/10/2021,10,71,84203.95443
4707,TERM_2,PLAN_A,F,43,30/12/2012,10,45,311727.0112
4708,TERM_1,PLAN_B,F,35,20/07/2017,15,98,30427.41041
4709,TERM_1,PLAN_A,M,51,12/12/2023,15,94,356864.2266
4710,TERM_2,PLAN_A,F,27,19/12/2017,10,88,390853.056
4711,TERM_1,PLAN_A,F,48,03/10/2023,15,40,429465.5556
4712,TERM_2,PLAN_A,M,37,12/11/2024,15,79,527199.2468
4713,TERM_2,PLAN_B,F,32,17/02/2017,10,78,493899.8188
4714,TERM_2,PLAN_A,M,54,12/05/2010,10,34,463649.895
4715,TERM_1,PLAN_B,F,58,28/12/2010,20,87,986519.4605
4716,TERM_1,PLAN_B,M,25,20/11/2011,20,66,204134.6663
4717,TERM_2,PLAN_A,M,58,10/09/2019,20,27,373160.0908
4718,TERM_1,PLAN_A,F,26,03/05/2016,20,65,261459.9041
4719,TERM_1,PLAN_B,M,26,03/07/2011,20,25,919069.2415
4720,TERM_2,PLAN_A,M,48,10/06/2011,20,12,161231.0867
4721,TERM_2,PLAN_A,M,36,09/12/2019,20,95,633281.2489
4722,TERM_1,PLAN_B,M,33,26/12/2018,10,9,363017.2739
4723,TERM_1,PLAN_B,F,44,26/06/2010,20,88,936388.0866
4724,TERM_2,PLAN_A,M,58,22/10/2012,20,39,38400.90922
4725,TERM_1,PLAN_A,F,24,24/10/2019,20,60,662071.5954
4726,TERM_2,PLAN_B,M,57,19/11/2024,15,51,578087.757
4727,TERM_2,PLAN_B,M,36,05/08/2024,20,14,373020.0182
4728,TERM_2,PLAN_A,M,21,07/05/2024,10,28,410326.0719
4729,TERM_1,PLAN_B,M,26,08/07/2018,10,16,774169.3274
4730,TERM_2,PLAN_A,M,45,03/02/2016,15,78,464418.6956
4731,TERM_2,PLAN_A,M,45,06/04/2020,10,70,43945.32921
4732,TERM_1,PLAN_B,M,30,25/11/2017,15,50,385865.1043
4733,TERM_1,PLAN_B,F,26,10/11/2015,15,56,73276.79262
4734,TERM_2,PLAN_B,F,30,13/03/2011,15,51,510575.2197
4735,TERM_2,PLAN_B,F,46,19/03/2022,10,16,333511.8005
4736,TERM_1,PLAN_A,F,58,25/01/2016,10,84,885654.987
4737,TERM_2,PLAN_A,F,58,13/01/2014,20,86,419915.2407
4738,TERM_1,PLAN_A,F,38,15/02/2020,15,39,929716.1204
4739,TERM_2,PLAN_B,F,29,08/08/2013,10,28,181530.8651
4740,TERM_2,PLAN_A,F,30,01/06/2024,15,2,771109.7984
4741,TERM_1,PLAN_A,F,33,05/04/2016,20,46,887067.5872
4742,TERM_2,PLAN_A,M,31,06/10/2012,20,95,259386.9519
4743,TERM_2,PLAN_B,F,47,10/02/2023,10,17,977548.3395
4744,TERM_1,PLAN_A,F,48,08/12/2021,20,4,967044.5913
4745,TERM_2,PLAN_A,M,50,23/11/2012,15,89,394472.0947
4746,TERM_1,PLAN_B,F,39,01/01/2024,20,22,220516.3248
4747,TERM_2,PLAN_A,M,42,27/01/2014,20,66,754051.0838
4748,TERM_1,PLAN_A,F,43,19/04/2018,15,45,112140.5776
4749,TERM_2,PLAN_A,F,49,22/08/2010,15,76,254288.8011
4750,TERM_2,PLAN_B,M,55,23/10/2013,15,0,103565.5255
4751,TERM_2,PLAN_B,M,46,13/05/2022,15,33,364057.8765
4752,TERM_1,PLAN_A,M,59,05/11/2015,10,60,691249.4503
4753,TERM_1,PLAN_A,M,24,15/04/2013,10,84,915700.2741
4754,TERM_2,PLAN_A,M,42,24/03/2014,20,90,878429.4883
4755,TERM_2,PLAN_B,M,33,18/01/2022,20,21,982232.9256
4756,TERM_2,PLAN_A,F,34,18/03/2023,15,67,548204.8822
4757,TERM_2,PLAN_A,F,43,11/07/2021,20,7,502983.8667
4758,TERM_2,PLAN_B,F,42,20/05/2021,20,0,541681.7428
4759,TERM_2,PLAN_B,F,28,25/09/2018,10,15,511084.9601
4760,TERM_2,PLAN_A,M,58,02/12/2024,15,12,627387.8446
4761,TERM_1,PLAN_B,M,26,05/04/2022,20,84,771703.5154
4762,TERM_1,PLAN_A,M,35,24/08/2013,20,20,505156.9793
4763,TERM_2,PLAN_B,M,39,18/09/2016,15,54,778337.1256
4764,TERM_2,PLAN_B,M,59,28/09/2020,15,64,329060.3099
4765,TERM_1,PLAN_A,F,26,19/07/2020,20,38,414435.2197
4766,TERM_1,PLAN_B,F,35,13/05/2012,10,64,963059.4042
4767,TERM_1,PLAN_B,F,57,21/02/2016,15,36,127122.7481
4768,TERM_1,PLAN_B,M,21,14/12/2013,15,42,566945.1434
4769,TERM_1,PLAN_A,F,44,07/10/2015,15,33,608927.1805
4770,TERM_1,PLAN_A,F,35,20/05/2018,20,53,297122.4034
4771,TERM_2,PLAN_B,M,26,10/10/2011,15,69,884500.2521
4772,TERM_1,PLAN_A,F,47,19/04/2020,20,100,523758.1254
4773,TERM_1,PLAN_A,M,31,11/08/2016,15,32,520948.0687
4774,TERM_2,PLAN_B,M,28,30/03/2011,10,36,955588.355
4775,TERM_2,PLAN_A,M,32,02/04/2012,15,54,585116.9419
4776,TERM_1,PLAN_B,F,34,30/10/2020,20,26,376914.9142
4777,TERM_2,PLAN_A,M,42,07/10/2016,10,18,69037.88076
4778,TERM_2,PLAN_A,F,20,16/07/2011,10,63,262904.4571
4779,TERM_2,PLAN_A,F,58,29/06/2016,15,41,883073.3861
4780,TERM_2,PLAN_B,F,55,08/12/2015,20,92,719708.6745
4781,TERM_2,PLAN_B,F,28,05/02/2011,10,37,355488.0498
4782,TERM_2,PLAN_A,M,27,09/11/2018,15,16,399400.4839
4783,TERM_1,PLAN_A,M,27,26/04/2019,15,8,199721.7552
4784,TERM_1,PLAN_A,M,51,14/09/2016,10,72,796206.62
4785,TERM_2,PLAN_B,F,57,10/07/2010,10,45,529387.0238
4786,TERM_1,PLAN_A,F,36,14/08/2010,20,99,124728.6825
4787,TERM_1,PLAN_A,M,44,23/02/2011,10,90,707464.4976
4788,TERM_2,PLAN_A,M,50,26/08/2015,15,49,401863.8672
4789,TERM_1,PLAN_A,F,45,16/01/2023,20,4,730622.4168
4790,TERM_2,PLAN_B,M,47,25/03/2023,20,98,353151.2198
4791,TERM_1,PLAN_B,M,52,15/08/2018,15,23,429523.8184
4792,TERM_1,PLAN_A,M,21,15/10/2012,10,76,30705.2197
4793,TERM_2,PLAN_A,M,44,25/01/2012,20,9,439043.9775
4794,TERM_1,PLAN_A,F,56,02/02/2018,10,50,770131.7654
4795,TERM_2,PLAN_B,M,44,07/07/2017,15,79,624924.8545
4796,TERM_2,PLAN_A,M,55,02/07/2017,20,77,294131.0239
4797,TERM_2,PLAN_A,M,43,21/08/2019,20,96,303878.8402
4798,TERM_1,PLAN_A,M,53,11/09/2013,10,59,104636.6365
4799,TERM_1,PLAN_B,F,46,02/05/2011,20,38,159266.3902
4800,TERM_2,PLAN_A,M,40,09/12/2024,15,54,893760.2327
4801,TERM_2,PLAN_A,M,29,27/03/2019,10,100,778123.9231
4802,TERM_2,PLAN_B,M,44,24/04/2010,15,11,307567.6465
4803,TERM_1,PLAN_B,M,48,12/08/2012,20,57,15440.12628
4804,TERM_1,PLAN_B,F,43,11/02/2015,10,1,563793.8428
4805,TERM_1,PLAN_A,F,54,13/06/2018,15,80,214322.6916
4806,TERM_1,PLAN_A,M,56,30/03/2022,10,22,283990.8869
4807,TERM_2,PLAN_A,M,45,20/02/2020,10,32,430874.7863
4808,TERM_2,PLAN_A,M,42,14/03/2016,20,60,982685.8842
4809,TERM_2,PLAN_B,F,51,18/07/2017,15,89,739182.3951
4810,TERM_2,PLAN_B,M,37,14/07/2013,20,25,415589.1883
4811,TERM_1,PLAN_A,M,24,06/09/2010,20,58,634770.778
4812,TERM_2,PLAN_B,M,43,31/08/2013,20,14,36981.16694
4813,TERM_2,PLAN_A,F,41,31/01/2017,20,55,503016.9773
4814,TERM_2,PLAN_A,F,23,19/06/2016,20,51,638174.2434
4815,TERM_2,PLAN_B,M,45,11/11/2013,20,42,313188.1912
4816,TERM_1,PLAN_B,M,27,09/01/2023,20,40,820315.4345
4817,TERM_2,PLAN_B,F,35,13/04/2015,10,49,926618.5229
4818,TERM_1,PLAN_B,M,29,10/04/2019,20,89,107567.4189
4819,TERM_2,PLAN_B,M,21,03/09/2024,15,68,771425.7594
4820,TERM_2,PLAN_A,M,38,16/08/2016,10,82,927720.0611
4821,TERM_2,PLAN_A,M,45,30/05/2022,15,6,383814.2103
4822,TERM_1,PLAN_A,M,34,02/09/2012,15,82,855561.332
4823,TERM_2,PLAN_B,F,20,28/02/2019,15,83,878327.8057
4824,TERM_1,PLAN_B,M,36,25/11/2018,10,71,119709.7708
4825,TERM_2,PLAN_A,M,51,12/11/2018,10,47,547019.1872
4826,TERM_1,PLAN_B,F,46,25/01/2016,20,79,249312.9236
4827,TERM_1,PLAN_A,M,28,13/08/2016,20,12,454662.4969
4828,TERM_2,PLAN_B,F,45,01/11/2020,10,33,50640.95254
4829,TERM_1,PLAN_B,M,52,06/09/2020,10,74,576389.6482
4830,TERM_2,PLAN_B,M,21,20/09/2014,15,43,39317.55266
4831,TERM_2,PLAN_A,F,58,03/11/2023,10,51,445126.1032
4832,TERM_2,PLAN_B,M,56,06/02/2021,20,57,658484.9064
4833,TERM_2,PLAN_A,F,42,12/12/2024,10,92,172301.1432
4834,TERM_1,PLAN_B,F,57,10/06/2020,10,26,472187.3168
4835,TERM_2,PLAN_A,M,32,30/12/2017,15,74,164873.6237
4836,TERM_2,PLAN_A,F,43,08/09/2018,15,9,621678.0477
4837,TERM_1,PLAN_B,F,33,07/01/2022,20,85,394228.0491
4838,TERM_1,PLAN_A,M,30,26/02/2024,20,65,768855.0595
4839,TERM_2,PLAN_A,F,52,30/10/2013,20,42,639193.7964
4840,TERM_2,PLAN_A,F,28,16/09/2013,15,11,877059.42
4841,TERM_1,PLAN_A,M,41,26/11/2016,15,48,781510.3314
4842,TERM_2,PLAN_B,M,46,29/10/2017,20,97,299043.4587
4843,TERM_1,PLAN_B,F,34,29/08/2017,20,12,569844.1328
4844,TERM_1,PLAN_B,F,41,29/07/2017,15,20,279957.0274
4845,TERM_2,PLAN_A,F,42,23/01/2016,15,96,219214.7469
4846,TERM_2,PLAN_B,F,20,27/07/2012,10,94,272359.3676
4847,TERM_1,PLAN_B,F,51,23/09/2018,15,54,275450.063
4848,TERM_1,PLAN_A,M,55,27/04/2021,10,22,631354.4742
4849,TERM_1,PLAN_B,M,47,02/12/2016,10,72,583497.7721
4850,TERM_2,PLAN_A,F,30,02/07/2016,15,37,78766.52852
4851,TERM_1,PLAN_B,M,54,26/06/2010,10,26,67477.22559
4852,TERM_1,PLAN_B,M,54,31/01/2020,20,10,501591.5929
4853,TERM_1,PLAN_B,F,53,22/04/2015,10,28,72027.53849
4854,TERM_2,PLAN_A,F,52,17/09/2011,20,74,499458.6412
4855,TERM_2,PLAN_A,M,23,07/04/2021,10,76,141588.3656
4856,TERM_2,PLAN_A,F,44,19/04/2021,15,69,425443.6104
4857,TERM_2,PLAN_A,F,25,16/04/2016,20,51,345258.8629
4858,TERM_1,PLAN_A,F,39,17/12/2021,10,12,268192.0616
4859,TERM_2,PLAN_A,M,22,25/12/2022,10,55,554319.8624
4860,TERM_1,PLAN_A,M,47,09/11/2015,10,64,827691.0277
4861,TERM_1,PLAN_A,M,56,30/09/2019,15,72,635826.0424
4862,TERM_2,PLAN_A,F,56,05/03/2021,10,59,136242.7628
4863,TERM_2,PLAN_A,M,30,14/08/2019,15,87,716975.8036
4864,TERM_2,PLAN_A,F,43,03/07/2024,10,98,534872.097
4865,TERM_2,PLAN_B,M,28,30/11/2015,20,96,900139.4005
4866,TERM_2,PLAN_B,M,46,23/06/2010,15,19,932805.0648
4867,TERM_1,PLAN_B,M,48,09/03/2018,15,36,116900.8147
4868,TERM_1,PLAN_B,F,57,19/02/2024,15,51,910623.8716
4869,TERM_1,PLAN_B,F,45,07/02/2010,20,11,759637.4413
4870,TERM_2,PLAN_A,M,26,08/10/2014,10,43,415612.4776
4871,TERM_2,PLAN_A,M,43,14/09/2022,20,41,14663.07287
4872,TERM_1,PLAN_B,F,58,01/08/2016,10,92,726238.0084
4873,TERM_1,PLAN_A,F,47,14/03/2023,10,98,354505.9517
4874,TERM_1,PLAN_B,M,28,09/12/2024,15,61,172225.8874
4875,TERM_2,PLAN_A,F,23,21/02/2021,15,41,785212.6718
4876,TERM_2,PLAN_A,F,21,01/08/2014,15,28,113578.3962
4877,TERM_2,PLAN_B,F,59,01/01/2016,20,37,308939.4222
4878,TERM_2,PLAN_B,F,49,22/05/2024,20,19,575081.2448
4879,TERM_2,PLAN_B,F,20,27/08/2020,15,80,295920.2073
4880,TERM_2,PLAN_A,F,36,27/03/2023,20,51,173533.923
4881,TERM_1,PLAN_A,M,56,14/09/2011,20,81,797533.7434
4882,TERM_2,PLAN_A,M,50,13/08/2019,10,61,60468.43786
4883,TERM_2,PLAN_B,M,53,16/12/2012,20,37,967996.0048
4884,TERM_1,PLAN_B,F,53,06/11/2015,15,43,76158.70952
4885,TERM_1,PLAN_B,F,46,24/03/2024,15,99,674411.179
4886,TERM_2,PLAN_A,F,23,12/09/2018,15,4,173722.547
4887,TERM_1,PLAN_A,F,39,29/04/2021,10,13,479114.2836
4888,TERM_1,PLAN_B,M,28,10/05/2024,10,79,695003.7308
4889,TERM_1,PLAN_A,F,33,17/04/2016,15,6,662026.7914
4890,TERM_1,PLAN_A,M,59,30/08/2010,10,91,482617.2757
4891,TERM_1,PLAN_A,F,59,17/06/2013,20,15,119330.4527
4892,TERM_2,PLAN_B,F,21,28/06/2015,20,43,781391.8293
4893,TERM_1,PLAN_A,F,44,02/08/2018,10,7,613576.636
4894,TERM_2,PLAN_B,F,24,20/12/2011,10,100,166603.9349
4895,TERM_2,PLAN_B,F,58,12/11/2022,10,99,29922.62752
4896,TERM_1,PLAN_A,F,55,29/01/2013,10,24,780406.1034
4897,TERM_1,PLAN_B,M,20,27/05/2023,10,32,821206.2217
4898,TERM_1,PLAN_B,M,57,04/01/2019,10,67,294079.4704
4899,TERM_2,PLAN_A,M,30,05/12/2022,15,65,36304.46299
4900,TERM_2,PLAN_A,F,29,09/11/2015,20,94,918952.7631
4901,TERM_1,PLAN_B,F,54,05/06/2012,10,19,964203.4972
4902,TERM_1,PLAN_B,M,41,25/09/2024,15,19,263670.9873
4903,TERM_1,PLAN_A,M,26,26/10/2017,10,38,395249.4252
4904,TERM_1,PLAN_A,F,21,16/11/2021,15,5,895613.2678
4905,TERM_1,PLAN_B,M,21,14/01/2013,20,37,148532.6277
4906,TERM_2,PLAN_B,M,52,03/11/2014,10,93,211890.946
4907,TERM_1,PLAN_B,M,52,29/10/2014,15,27,805148.1783
4908,TERM_1,PLAN_B,F,21,08/11/2024,15,1,357890.4127
4909,TERM_1,PLAN_A,F,35,28/02/2019,15,0,129715.9527
4910,TERM_2,PLAN_B,M,58,23/01/2014,10,84,250197.8653
4911,TERM_2,PLAN_B,F,37,19/09/2015,15,40,490864.8418
4912,TERM_1,PLAN_B,M,22,13/10/2011,20,7,161855.7891
4913,TERM_1,PLAN_A,F,20,30/05/2011,20,87,638588.0372
4914,TERM_2,PLAN_A,M,40,06/08/2015,10,96,525045.8888
4915,TERM_1,PLAN_B,F,51,12/01/2010,10,2,767863.8104
4916,TERM_1,PLAN_B,F,47,27/11/2016,15,12,164413.1465
4917,TERM_1,PLAN_A,M,45,02/10/2018,20,7,100871.0784
4918,TERM_1,PLAN_B,M,27,04/08/2019,15,63,306769.9157
4919,TERM_2,PLAN_B,F,33,10/10/2016,15,57,496429.7422
4920,TERM_2,PLAN_A,M,47,05/01/2014,10,57,309950.2704
4921,TERM_1,PLAN_A,M,25,02/06/2017,15,10,594269.0256
4922,TERM_2,PLAN_A,F,30,17/10/2014,20,47,612756.8197
4923,TERM_1,PLAN_A,F,59,07/12/2017,15,36,728484.8747
4924,TERM_1,PLAN_A,M,54,13/10/2016,15,89,323250.4358
4925,TERM_1,PLAN_B,M,30,16/11/2010,15,21,323409.9575
4926,TERM_1,PLAN_B,F,57,08/06/2020,10,54,774466.206
4927,TERM_2,PLAN_A,F,43,10/07/2021,10,98,79996.82884
4928,TERM_2,PLAN_A,M,44,04/06/2020,20,75,715609.2151
4929,TERM_1,PLAN_B,M,47,21/01/2023,20,8,349630.2298
4930,TERM_2,PLAN_A,M,45,08/01/2010,20,21,506557.6801
4931,TERM_2,PLAN_A,M,43,10/12/2018,20,8,680242.4581
4932,TERM_1,PLAN_B,M,58,01/08/2013,10,11,555453.7252
4933,TERM_1,PLAN_B,F,49,01/08/2024,10,88,996721.1128
4934,TERM_2,PLAN_A,F,22,27/10/2012,10,1,589726.6012
4935,TERM_1,PLAN_B,M,20,12/11/2014,15,71,372259.9949
4936,TERM_1,PLAN_B,M,57,21/10/2019,10,53,799268.8323
4937,TERM_2,PLAN_A,M,29,16/04/2014,15,25,625305.692
4938,TERM_1,PLAN_A,M,22,30/01/2022,15,90,969994.9544
4939,TERM_1,PLAN_A,F,26,20/08/2022,20,9,874662.5299
4940,TERM_1,PLAN_A,F,51,25/02/2014,20,79,495791.3359
4941,TERM_1,PLAN_A,M,30,08/02/2014,10,56,197979.7045
4942,TERM_1,PLAN_B,F,27,11/06/2017,15,95,96779.34013
4943,TERM_1,PLAN_A,F,23,02/06/2014,10,40,820698.4194
4944,TERM_1,PLAN_B,F,26,23/02/2011,15,35,169799.2556
4945,TERM_2,PLAN_A,F,32,21/07/2014,10,21,536609.5891
4946,TERM_2,PLAN_A,M,37,09/04/2016,15,92,255896.2847
4947,TERM_2,PLAN_A,F,28,18/08/2018,20,21,48618.33823
4948,TERM_1,PLAN_A,M,22,18/02/2014,10,43,172194.2095
4949,TERM_1,PLAN_A,M,28,08/11/2020,10,42,219300.3851
4950,TERM_2,PLAN_B,F,40,09/05/2021,15,58,809580.7992
4951,TERM_1,PLAN_A,M,36,08/07/2022,15,94,745944.7277
4952,TERM_1,PLAN_A,F,53,14/03/2015,20,28,679057.1533
4953,TERM_1,PLAN_A,M,52,19/04/2020,15,96,759968.2205
4954,TERM_2,PLAN_A,F,43,29/06/2023,20,30,786204.2929
4955,TERM_2,PLAN_A,M,37,11/07/2017,15,56,103243.1967
4956,TERM_1,PLAN_B,M,53,28/10/2017,15,82,108744.1126
4957,TERM_2,PLAN_A,M,47,28/05/2013,15,77,444560.0072
4958,TERM_1,PLAN_B,F,49,12/07/2019,10,24,215660.8627
4959,TERM_1,PLAN_A,M,59,16/01/2011,10,50,604437.0658
4960,TERM_1,PLAN_B,M,26,28/10/2023,10,77,526529.9024
4961,TERM_2,PLAN_B,F,30,08/05/2022,20,84,119000.5741
4962,TERM_2,PLAN_B,M,26,14/04/2018,20,57,879201.0062
4963,TERM_2,PLAN_A,F,56,26/01/2018,10,39,141702.3021
4964,TERM_2,PLAN_B,M,39,01/03/2013,20,32,947256.7227
4965,TERM_1,PLAN_B,F,39,14/06/2019,15,19,961933.9085
4966,TERM_2,PLAN_A,F,37,19/08/2020,10,97,804532.595
4967,TERM_1,PLAN_A,F,54,15/04/2013,20,51,813163.1013
4968,TERM_2,PLAN_B,M,22,12/07/2017,10,62,181468.3398
4969,TERM_1,PLAN_B,F,30,29/06/2022,15,55,137668.5732
4970,TERM_1,PLAN_B,M,46,25/12/2022,10,60,236837.1319
4971,TERM_1,PLAN_A,F,56,05/04/2021,20,22,12678.14592
4972,TERM_2,PLAN_B,F,38,10/06/2014,15,8,98714.56254
4973,TERM_2,PLAN_A,F,28,18/10/2024,20,38,833271.706
4974,TERM_2,PLAN_B,F,57,08/05/2018,20,21,811443.4579
4975,TERM_2,PLAN_A,M,41,21/06/2023,15,66,845028.6619
4976,TERM_2,PLAN_A,M,50,20/01/2011,10,30,954666.163
