point_id,sum_assured,age_at_entry,term_y,smoker_status,shape,annual_premium,init_pols_if,extra_mortality,sex
4447,881165.6115,41,10,N,level,1,1,0,M
4448,636078.3208,25,10,S,level,1,1,0,F
4449,735017.7557,51,20,N,decreasing,1,1,0,M
4450,758283.9725,37,10,N,level,1,1,0,M
4451,268029.579,24,10,S,level,1,1,0,F
4452,715581.4186,27,15,N,decreasing,1,1,0,M
4453,737140.8906,42,15,N,level,1,1,0,M
4454,144965.0386,54,15,S,level,1,1,0,M
4455,521588.0175,43,20,N,decreasing,1,1,0,M
4456,62092.80066,21,20,N,level,1,1,0,M
4457,298853.1206,53,20,S,level,1,1,0,M
4458,338214.6247,24,15,N,decreasing,1,1,0,F
4459,224373.8083,46,15,N,level,1,1,0,M
4460,122486.782,37,15,S,level,1,1,0,M
4461,33302.53742,39,15,N,decreasing,1,1,0,M
4462,67103.07286,56,20,N,level,1,1,0,F
4463,930647.7439,32,20,S,level,1,1,0,F
4464,181573.6406,31,10,N,decreasing,1,1,0,M
4465,726322.3923,47,20,N,level,1,1,0,M
4466,44125.98923,29,20,S,level,1,1,0,F
4467,387117.9527,33,15,N,decreasing,1,1,0,M
4468,876556.2255,45,10,N,level,1,1,0,F
4469,232839.5757,22,15,S,level,1,1,0,F
4470,90239.17898,53,15,N,decreasing,1,1,0,M
4471,241459.541,26,10,N,level,1,1,0,M
4472,146833.8755,53,15,S,level,1,1,0,M
4473,354986.9795,34,10,N,decreasing,1,1,0,F
4474,935759.0471,38,20,N,level,1,1,0,M
4475,626524.8239,29,20,S,level,1,1,0,F
4476,108729.4694,52,20,N,decreasing,1,1,0,M
4477,722679.9703,34,15,N,level,1,1,0,F
4478,715689.7161,33,20,S,level,1,1,0,F
4479,119132.4966,36,10,N,decreasing,1,1,0,M
4480,955746.9341,33,10,N,level,1,1,0,M
4481,89371.48553,29,10,S,level,1,1,0,F
4482,199701.7545,22,15,N,decreasing,1,1,0,M
4483,746123.0805,40,20,N,level,1,1,0,F
4484,527078.5714,48,20,S,level,1,1,0,M
4485,593582.5113,43,10,N,decreasing,1,1,0,M
4486,575951.7536,30,10,N,level,1,1,0,M
4487,584573.1764,54,20,S,level,1,1,0,M
4488,817103.0049,37,15,N,decreasing,1,1,0,M
4489,691542.1567,41,20,N,level,1,1,0,F
4490,584934.7543,25,15,S,level,1,1,0,F
4491,486417.0301,45,20,N,decreasing,1,1,0,M
4492,679300.4345,21,10,N,level,1,1,0,M
4493,918256.4525,20,20,S,level,1,1,0,F
4494,510831.5951,29,15,N,decreasing,1,1,0,F
4495,719230.5964,43,20,N,level,1,1,0,F
4496,105112.6822,58,15,S,level,1,1,0,F
4497,129041.0377,43,20,N,decreasing,1,1,0,F
4498,890776.0506,28,10,N,level,1,1,0,M
4499,550087.108,33,15,S,level,1,1,0,M
4500,407326.9662,41,20,N,decreasing,1,1,0,M
4501,421785.9707,31,15,N,level,1,1,0,M
4502,651011.9528,56,15,S,level,1,1,0,M
4503,923342.1306,35,10,N,decreasing,1,1,0,M
4504,535198.705,22,10,N,level,1,1,0,M
4505,197266.8079,27,15,S,level,1,1,0,M
4506,674380.7527,31,15,N,decreasing,1,1,0,F
4507,166878.8753,23,20,N,level,1,1,0,M
4508,366155.4107,32,20,S,level,1,1,0,F
4509,828174.2938,38,20,N,decreasing,1,1,0,F
4510,361334.9228,40,20,N,level,1,1,0,F
4511,759298.9962,33,20,S,level,1,1,0,F
4512,324893.3729,54,20,N,decreasing,1,1,0,F
4513,454386.0482,50,10,N,level,1,1,0,F
4514,903989.3987,20,10,S,level,1,1,0,F
4515,484015.8348,48,20,N,decreasing,1,1,0,F
4516,729093.9051,57,15,N,level,1,1,0,F
4517,624786.0125,20,10,S,level,1,1,0,M
4518,898741.9399,37,20,N,decreasing,1,1,0,F
4519,805051.0962,21,15,N,level,1,1,0,F
4520,609306.4601,28,20,S,level,1,1,0,M
4521,18571.52404,46,10,N,decreasing,1,1,0,M
4522,323036.688,37,15,N,level,1,1,0,F
4523,136250.1104,42,15,S,level,1,1,0,F
4524,55904.99363,32,20,N,decreasing,1,1,0,M
4525,700083.0322,46,10,N,level,1,1,0,F
4526,622161.2509,44,10,S,level,1,1,0,F
4527,136288.8831,22,10,N,decreasing,1,1,0,M
4528,598862.7404,45,20,N,level,1,1,0,F
4529,349290.2765,26,20,S,level,1,1,0,F
4530,292617.2436,37,20,N,decreasing,1,1,0,M
4531,311742.8239,29,10,N,level,1,1,0,M
4532,416985.2976,29,20,S,level,1,1,0,F
4533,501132.6874,53,20,N,decreasing,1,1,0,M
4534,695135.4915,39,20,N,level,1,1,0,F
4535,454499.8578,23,10,S,level,1,1,0,F
4536,461968.4307,47,10,N,decreasing,1,1,0,M
4537,983353.6084,24,20,N,level,1,1,0,F
4538,899917.6097,30,15,S,level,1,1,0,M
4539,780386.9744,30,20,N,decreasing,1,1,0,F
4540,519034.8204,44,20,N,level,1,1,0,F
4541,745129.8574,55,10,S,level,1,1,0,F
4542,938861.9286,31,10,N,decreasing,1,1,0,M
4543,898433.6245,59,15,N,level,1,1,0,F
4544,965721.4482,43,20,S,level,1,1,0,M
4545,868653.0829,28,15,N,decreasing,1,1,0,F
4546,100603.2157,52,20,N,level,1,1,0,M
4547,872448.3251,44,20,S,level,1,1,0,F
4548,499974.7429,47,20,N,decreasing,1,1,0,M
4549,731654.4933,43,10,N,level,1,1,0,F
4550,922235.9551,22,10,S,level,1,1,0,F
4551,373193.3025,48,10,N,decreasing,1,1,0,M
4552,181405.933,47,15,N,level,1,1,0,F
4553,356944.6043,37,15,S,level,1,1,0,F
4554,545185.5129,57,10,N,decreasing,1,1,0,M
4555,601976.5729,56,15,N,level,1,1,0,M
4556,952699.5648,41,15,S,level,1,1,0,F
4557,948417.6824,51,20,N,decreasing,1,1,0,M
4558,109802.7814,34,20,N,level,1,1,0,F
4559,290842.1977,42,10,S,level,1,1,0,F
4560,912536.8275,58,10,N,decreasing,1,1,0,F
4561,355993.1944,24,10,N,level,1,1,0,M
4562,655854.8079,29,15,S,level,1,1,0,F
4563,634435.4738,51,20,N,decreasing,1,1,0,M
4564,607328.5931,42,10,N,level,1,1,0,F
4565,834892.5371,23,15,S,level,1,1,0,F
4566,378204.4502,49,10,N,decreasing,1,1,0,M
4567,891173.9062,36,15,N,level,1,1,0,F
4568,994993.7822,29,20,S,level,1,1,0,M
4569,205802.715,43,20,N,decreasing,1,1,0,M
4570,806191.9113,34,20,N,level,1,1,0,F
4571,997554.1817,26,15,S,level,1,1,0,M
4572,947757.1182,54,15,N,decreasing,1,1,0,F
4573,273139.7022,47,20,N,level,1,1,0,M
4574,913927.5612,56,10,S,level,1,1,0,M
4575,977608.5874,40,10,N,decreasing,1,1,0,F
4576,600370.0045,33,15,N,level,1,1,0,M
4577,443007.6065,20,15,S,level,1,1,0,M
4578,831473.3959,27,20,N,decreasing,1,1,0,M
4579,849771.6321,42,10,N,level,1,1,0,F
4580,403902.6796,47,20,S,level,1,1,0,F
4581,229297.5521,23,10,N,decreasing,1,1,0,M
4582,537869.9562,21,20,N,level,1,1,0,M
4583,36623.15378,37,10,S,level,1,1,0,M
4584,667999.7143,27,10,N,decreasing,1,1,0,M
4585,920520.9659,37,15,N,level,1,1,0,M
4586,492208.1782,48,10,S,level,1,1,0,F
4587,888842.1919,52,20,N,decreasing,1,1,0,M
4588,263149.6706,25,20,N,level,1,1,0,M
4589,832409.1844,58,10,S,level,1,1,0,F
4590,529535.7235,35,15,N,decreasing,1,1,0,M
4591,660476.1718,21,10,N,level,1,1,0,F
4592,468217.2838,51,10,S,level,1,1,0,F
4593,969313.498,47,20,N,decreasing,1,1,0,F
4594,84795.71426,28,20,N,level,1,1,0,M
4595,445292.5782,40,20,S,level,1,1,0,F
4596,836849.9241,35,10,N,decreasing,1,1,0,M
4597,182744.3251,40,20,N,level,1,1,0,F
4598,492057.899,41,20,S,level,1,1,0,M
4599,318723.852,21,10,N,decreasing,1,1,0,F
4600,649230.0622,23,10,N,level,1,1,0,M
4601,130654.4396,59,10,S,level,1,1,0,M
4602,132814.5587,21,15,N,decreasing,1,1,0,F
4603,776247.1961,21,10,N,level,1,1,0,F
4604,657709.8412,47,10,S,level,1,1,0,M
4605,946748.4003,53,20,N,decreasing,1,1,0,M
4606,422909.7727,57,20,N,level,1,1,0,M
4607,386765.0757,39,15,S,level,1,1,0,M
4608,781661.8979,28,10,N,decreasing,1,1,0,F
4609,101798.1039,38,10,N,level,1,1,0,M
4610,385099.8185,47,10,S,level,1,1,0,M
4611,564586.0245,57,15,N,decreasing,1,1,0,F
4612,476399.7358,52,20,N,level,1,1,0,M
4613,679811.6692,53,15,S,level,1,1,0,M
4614,181852.7799,48,20,N,decreasing,1,1,0,M
4615,216954.6564,38,15,N,level,1,1,0,F
4616,170532.5618,20,15,S,level,1,1,0,F
4617,220180.8839,30,20,N,decreasing,1,1,0,F
4618,495526.6369,53,15,N,level,1,1,0,M
4619,915695.9419,35,15,S,level,1,1,0,M
4620,537969.8015,37,10,N,decreasing,1,1,0,M
4621,623779.8263,54,20,N,level,1,1,0,F
4622,623562.6255,54,20,S,level,1,1,0,M
4623,690381.669,55,15,N,decreasing,1,1,0,M
4624,77414.4443,35,10,N,level,1,1,0,M
4625,246581.8467,23,20,S,level,1,1,0,M
4626,932646.0966,22,20,N,decreasing,1,1,0,M
4627,428142.2697,57,20,N,level,1,1,0,F
4628,495980.3375,48,20,S,level,1,1,0,F
4629,644054.1784,55,10,N,decreasing,1,1,0,F
4630,378276.2044,42,20,N,level,1,1,0,F
4631,795682.6081,30,20,S,level,1,1,0,F
4632,459649.336,37,20,N,decreasing,1,1,0,F
4633,699898.4344,44,10,N,level,1,1,0,F
4634,917490.0731,20,15,S,level,1,1,0,F
4635,127630.8297,57,20,N,decreasing,1,1,0,F
4636,405050.636,23,10,N,level,1,1,0,F
4637,589410.996,30,10,S,level,1,1,0,M
4638,57290.41034,41,10,N,decreasing,1,1,0,F
4639,238904.3464,35,15,N,level,1,1,0,F
4640,346884.6791,43,20,S,level,1,1,0,F
4641,38771.40829,42,10,N,decreasing,1,1,0,M
4642,401824.4751,25,20,N,level,1,1,0,M
4643,853946.3528,41,10,S,level,1,1,0,F
4644,67943.2315,35,15,N,decreasing,1,1,0,M
4645,318743.2671,56,10,N,level,1,1,0,F
4646,321488.2544,31,15,S,level,1,1,0,F
4647,664052.315,53,10,N,decreasing,1,1,0,M
4648,349439.0011,34,10,N,level,1,1,0,F
4649,347192.539,27,20,S,level,1,1,0,M
4650,554401.8218,30,10,N,decreasing,1,1,0,F
4651,17802.31972,28,15,N,level,1,1,0,M
4652,860662.7845,42,15,S,level,1,1,0,F
4653,366441.9555,40,10,N,decreasing,1,1,0,M
4654,896294.0439,32,20,N,level,1,1,0,F
4655,223509.0845,49,15,S,level,1,1,0,M
4656,452730.7127,35,15,N,decreasing,1,1,0,M
4657,590514.4016,21,10,N,level,1,1,0,M
4658,274950.9639,48,20,S,level,1,1,0,F
4659,245481.5625,34,15,N,decreasing,1,1,0,M
4660,620095.907,56,20,N,level,1,1,0,M
4661,167798.3667,34,15,S,level,1,1,0,M
4662,471743.643,54,10,N,decreasing,1,1,0,F
4663,106708.0231,25,15,N,level,1,1,0,M
4664,745920.3551,47,20,S,level,1,1,0,M
4665,341785.3837,45,20,N,decreasing,1,1,0,F
4666,442098.5391,25,20,N,level,1,1,0,F
4667,482370.839,58,20,S,level,1,1,0,M
4668,468299.6416,28,15,N,decreasing,1,1,0,M
4669,787514.477,54,15,N,level,1,1,0,M
4670,458076.8502,26,15,S,level,1,1,0,F
4671,657332.5287,58,20,N,decreasing,1,1,0,F
4672,604189.9668,27,15,N,level,1,1,0,M
4673,184514.5098,32,20,S,level,1,1,0,F
4674,389443.7603,33,10,N,decreasing,1,1,0,F
4675,28880.58428,47,10,N,level,1,1,0,M
4676,536272.5201,41,15,S,level,1,1,0,F
4677,633172.4596,58,10,N,decreasing,1,1,0,M
4678,736993.7436,32,20,N,level,1,1,0,M
4679,409876.7444,28,10,S,level,1,1,0,M
4680,852622.4373,35,10,N,decreasing,1,1,0,M
4681,53073.65759,59,20,N,level,1,1,0,M
4682,128992.5835,58,20,S,level,1,1,0,F
4683,402986.0659,49,20,N,decreasing,1,1,0,F
4684,388327.5583,41,20,N,level,1,1,0,M
4685,85635.49657,36,15,S,level,1,1,0,F
4686,982934.1756,25,20,N,decreasing,1,1,0,M
4687,398966.2372,23,15,N,level,1,1,0,M
4688,519285.8747,54,15,S,level,1,1,0,F
4689,813090.0652,53,10,N,decreasing,1,1,0,M
4690,863797.5041,59,10,N,level,1,1,0,M
4691,28116.41078,22,10,S,level,1,1,0,F
4692,736020.2229,25,10,N,decreasing,1,1,0,F
4693,683438.1738,52,15,N,level,1,1,0,M
4694,244166.0586,29,20,S,level,1,1,0,M
4695,985523.3944,53,20,N,decreasing,1,1,0,F
4696,97201.13185,20,10,N,level,1,1,0,M
4697,412164.8605,57,20,S,level,1,1,0,F
4698,324254.3395,58,20,N,decreasing,1,1,0,M
4699,718785.5355,21,10,N,level,1,1,0,M
4700,693530.2968,41,10,S,level,1,1,0,F
4701,400739.3746,56,20,N,decreasing,1,1,0,M
4702,960966.92,30,20,N,level,1,1,0,M
4703,684677.9147,28,15,S,level,1,1,0,M
4704,26910.21738,46,10,N,decreasing,1,1,0,F
4705,407071.0056,23,15,N,level,1,1,0,M
4706,292398.6117,43,15,S,level,1,1,0,M
4707,329482.2589,26,20,N,decreasing,1,1,0,F
4708,265602.2405,29,10,N,level,1,1,0,F
4709,399479.2489,48,10,S,level,1,1,0,M
4710,775336.5163,44,15,N,decreasing,1,1,0,M
4711,582658.2856,53,15,N,level,1,1,0,F
4712,626562.5901,56,15,S,level,1,1,0,F
4713,208193.6345,53,20,N,decreasing,1,1,0,F
4714,249403.5487,51,15,N,level,1,1,0,M
4715,981354.7453,20,10,S,level,1,1,0,M
4716,879543.5087,58,20,N,decreasing,1,1,0,M
4717,198540.4042,56,15,N,level,1,1,0,F
4718,542192.6214,28,20,S,level,1,1,0,M
4719,409183.1264,54,20,N,decreasing,1,1,0,F
4720,491421.0443,26,20,N,level,1,1,0,F
4721,132195.963,37,10,S,level,1,1,0,M
4722,860166.3219,37,20,N,decreasing,1,1,0,M
4723,248437.1869,46,10,N,level,1,1,0,M
4724,259472.0155,26,20,S,level,1,1,0,M
4725,575639.8907,37,20,N,decreasing,1,1,0,F
4726,527849.6754,45,10,N,level,1,1,0,M
4727,772533.741,35,10,S,level,1,1,0,F
4728,900121.5625,26,15,N,decreasing,1,1,0,F
4729,536734.8882,49,20,N,level,1,1,0,F
4730,549877.1686,47,20,S,level,1,1,0,M
4731,604848.4299,35,10,N,decreasing,1,1,0,M
4732,670961.5805,48,15,N,level,1,1,0,F
4733,994876.5689,34,10,S,level,1,1,0,F
4734,86219.96475,27,10,N,decreasing,1,1,0,F
4735,515146.8694,33,15,N,level,1,1,0,F
4736,533159.7714,32,15,S,level,1,1,0,M
4737,52687.20743,22,20,N,decreasing,1,1,0,M
4738,212164.2645,42,10,N,level,1,1,0,M
4739,957367.776,54,10,S,level,1,1,0,M
4740,566332.04,58,15,N,decreasing,1,1,0,F
4741,879649.2496,37,15,N,level,1,1,0,F
4742,352572.1503,54,20,S,level,1,1,0,M
4743,398407.0113,55,15,N,decreasing,1,1,0,M
4744,833060.8737,30,15,N,level,1,1,0,F
4745,960214.9167,38,20,S,level,1,1,0,F
4746,530386.1863,25,20,N,decreasing,1,1,0,M
4747,153583.4535,49,10,N,level,1,1,0,F
4748,516666.9058,45,10,S,level,1,1,0,F
4749,862794.4969,32,15,N,decreasing,1,1,0,M
4750,194220.0793,22,15,N,level,1,1,0,M
4751,755972.6019,50,10,S,level,1,1,0,M
4752,79361.11421,59,10,N,decreasing,1,1,0,F
4753,345964.7353,50,20,N,level,1,1,0,F
4754,964689.2868,38,10,S,level,1,1,0,M
4755,979426.2019,25,10,N,decreasing,1,1,0,M
4756,310017.0155,20,20,N,level,1,1,0,M
4757,93448.25071,58,20,S,level,1,1,0,M
4758,872690.9723,31,20,N,decreasing,1,1,0,M
4759,685605.551,53,20,N,level,1,1,0,F
4760,707016.8097,50,10,S,level,1,1,0,M
4761,831005.7265,49,20,N,decreasing,1,1,0,F
4762,808634.2857,29,10,N,level,1,1,0,F
4763,586239.9057,46,10,S,level,1,1,0,M
4764,603322.5498,31,15,N,decreasing,1,1,0,F
4765,211314.3856,57,15,N,level,1,1,0,M
4766,799786.744,26,15,S,level,1,1,0,F
4767,691870.3762,51,20,N,decreasing,1,1,0,M
4768,235491.9174,54,15,N,level,1,1,0,F
4769,935837.7923,59,15,S,level,1,1,0,M
4770,741607.4419,30,10,N,decreasing,1,1,0,M
4771,117381.8164,24,20,N,level,1,1,0,M
4772,464893.102,33,15,S,level,1,1,0,F
4773,256900.9502,49,15,N,decreasing,1,1,0,M
4774,619885.9322,36,20,N,level,1,1,0,M
4775,819854.6491,42,15,S,level,1,1,0,M
4776,746565.8167,53,10,N,decreasing,1,1,0,M
4777,113913.9498,59,10,N,level,1,1,0,F
4778,901382.5486,44,15,S,level,1,1,0,M
4779,803758.9826,50,20,N,decreasing,1,1,0,F
4780,639309.8596,56,20,N,level,1,1,0,F
4781,246484.1219,29,20,S,level,1,1,0,M
4782,953650.7379,46,15,N,decreasing,1,1,0,M
4783,942596.8082,50,15,N,level,1,1,0,F
4784,410571.9717,54,20,S,level,1,1,0,M
4785,676704.0505,34,15,N,decreasing,1,1,0,F
4786,623266.0974,51,20,N,level,1,1,0,M
4787,923082.7232,22,10,S,level,1,1,0,M
4788,884522.6231,33,15,N,decreasing,1,1,0,F
4789,28199.46416,41,20,N,level,1,1,0,M
4790,293356.5199,31,15,S,level,1,1,0,F
4791,100021.584,43,15,N,decreasing,1,1,0,F
4792,105047.6976,26,10,N,level,1,1,0,F
4793,749904.449,59,15,S,level,1,1,0,F
4794,722274.0216,35,20,N,decreasing,1,1,0,F
4795,387815.7198,49,20,N,level,1,1,0,F
4796,885196.1001,54,15,S,level,1,1,0,M
4797,88800.25151,49,20,N,decreasing,1,1,0,F
4798,280852.1713,51,10,N,level,1,1,0,M
4799,967998.3391,28,15,S,level,1,1,0,M
4800,475678.6804,23,10,N,decreasing,1,1,0,F
4801,27592.55259,47,15,N,level,1,1,0,M
4802,303337.9796,51,15,S,level,1,1,0,F
4803,190816.5321,54,15,N,decreasing,1,1,0,F
4804,305426.6626,43,10,N,level,1,1,0,F
4805,137889.9528,49,15,S,level,1,1,0,F
4806,627785.4442,23,20,N,decreasing,1,1,0,F
4807,353646.5452,27,15,N,level,1,1,0,F
4808,293253.1106,22,10,S,level,1,1,0,M
4809,495099.2552,35,15,N,decreasing,1,1,0,F
4810,846414.8749,28,20,N,level,1,1,0,M
4811,109860.9368,36,10,S,level,1,1,0,F
4812,592207.8901,20,10,N,decreasing,1,1,0,F
4813,901550.8898,56,15,N,level,1,1,0,F
4814,662297.5998,36,15,S,level,1,1,0,M
4815,585915.7444,24,20,N,decreasing,1,1,0,M
4816,167981.5937,58,10,N,level,1,1,0,F
4817,932345.5529,38,20,S,level,1,1,0,M
4818,542678.0606,42,15,N,decreasing,1,1,0,M
4819,426165.7281,32,15,N,level,1,1,0,F
4820,739104.636,54,10,S,level,1,1,0,M
4821,836615.7611,34,15,N,decreasing,1,1,0,F
4822,188051.2341,27,15,N,level,1,1,0,M
4823,316713.762,23,20,S,level,1,1,0,M
4824,208796.0352,22,10,N,decreasing,1,1,0,M
4825,555080.1768,26,20,N,level,1,1,0,M
4826,151917.8383,42,10,S,level,1,1,0,M
4827,622738.5473,56,10,N,decreasing,1,1,0,M
4828,124651.5579,27,15,N,level,1,1,0,M
4829,379065.6742,25,20,S,level,1,1,0,M
4830,735659.3993,20,20,N,decreasing,1,1,0,M
4831,388637.9348,34,15,N,level,1,1,0,M
4832,681824.5282,57,15,S,level,1,1,0,M
4833,31744.73896,21,10,N,decreasing,1,1,0,F
4834,685639.4792,38,15,N,level,1,1,0,F
4835,357585.7001,43,15,S,level,1,1,0,F
4836,195723.0136,29,10,N,decreasing,1,1,0,M
4837,925825.1958,23,15,N,level,1,1,0,F
4838,80590.96612,23,15,S,level,1,1,0,F
4839,216090.8085,56,15,N,decreasing,1,1,0,M
4840,687614.4904,56,20,N,level,1,1,0,F
4841,654935.8577,55,10,S,level,1,1,0,M
4842,495165.5013,48,15,N,decreasing,1,1,0,F
4843,769380.4171,37,20,N,level,1,1,0,M
4844,773939.2449,58,15,S,level,1,1,0,F
4845,116829.9439,31,15,N,decreasing,1,1,0,F
4846,90503.66682,22,20,N,level,1,1,0,M
4847,371874.2538,39,10,S,level,1,1,0,F
4848,677936.3885,55,10,N,decreasing,1,1,0,M
4849,915908.9619,33,20,N,level,1,1,0,M
4850,656201.4066,59,15,S,level,1,1,0,F
4851,100946.632,45,20,N,decreasing,1,1,0,F
4852,97427.47492,47,10,N,level,1,1,0,F
4853,170859.7085,22,20,S,level,1,1,0,F
4854,94791.70711,33,10,N,decreasing,1,1,0,M
4855,387542.2476,27,10,N,level,1,1,0,M
4856,796165.7024,38,20,S,level,1,1,0,M
4857,119201.1057,24,20,N,decreasing,1,1,0,F
4858,674442.7382,56,20,N,level,1,1,0,F
4859,486880.5397,27,10,S,level,1,1,0,F
4860,705851.5577,20,10,N,decreasing,1,1,0,F
4861,242359.0063,20,20,N,level,1,1,0,F
4862,354730.2321,33,20,S,level,1,1,0,F
4863,165162.5029,57,20,N,decreasing,1,1,0,F
4864,228737.9908,53,15,N,level,1,1,0,F
4865,569731.5002,45,10,S,level,1,1,0,M
4866,719150.9129,58,10,N,decreasing,1,1,0,M
4867,494697.6073,38,20,N,level,1,1,0,M
4868,79871.61887,28,15,S,level,1,1,0,F
4869,907186.2975,51,20,N,decreasing,1,1,0,F
4870,442344.2662,27,10,N,level,1,1,0,M
4871,118588.4945,39,15,S,level,1,1,0,M
4872,631699.1461,23,20,N,decreasing,1,1,0,F
4873,974807.0026,39,15,N,level,1,1,0,F
4874,799251.1311,25,15,S,level,1,1,0,F
4875,567535.0409,54,20,N,decreasing,1,1,0,F
4876,889930.0043,54,15,N,level,1,1,0,F
4877,398235.9986,31,15,S,level,1,1,0,M
4878,348565.8158,41,20,N,decreasing,1,1,0,M
4879,53292.27313,54,10,N,level,1,1,0,F
4880,330472.3657,40,15,S,level,1,1,0,F
4881,588789.2675,26,15,N,decreasing,1,1,0,F
4882,781869.957,29,15,N,level,1,1,0,M
4883,412648.5504,55,10,S,level,1,1,0,M
4884,104308.5297,21,15,N,decreasing,1,1,0,M
4885,546722.4589,21,20,N,level,1,1,0,M
4886,758818.6084,50,15,S,level,1,1,0,F
4887,48662.34075,43,10,N,decreasing,1,1,0,F
4888,759190.6271,48,10,N,level,1,1,0,M
4889,433231.9277,20,10,S,level,1,1,0,M
4890,577825.5592,46,15,N,decreasing,1,1,0,F
4891,939743.8583,45,15,N,level,1,1,0,F
4892,885261.0515,43,10,S,level,1,1,0,M
4893,91165.97369,28,10,N,decreasing,1,1,0,M
4894,917171.3713,46,20,N,level,1,1,0,F
4895,913727.5047,43,15,S,level,1,1,0,F
4896,286982.3059,59,15,N,decreasing,1,1,0,F
4897,404045.8634,33,20,N,level,1,1,0,M
4898,104810.0277,30,10,S,level,1,1,0,F
4899,265284.8364,37,10,N,decreasing,1,1,0,M
4900,327590.0472,21,20,N,level,1,1,0,F
4901,624805.335,28,15,S,level,1,1,0,F
4902,621917.18,56,20,N,decreasing,1,1,0,F
4903,370832.8573,21,20,N,level,1,1,0,M
4904,308657.2666,50,20,S,level,1,1,0,F
4905,450895.1398,34,20,N,decreasing,1,1,0,F
4906,220838.3188,38,15,N,level,1,1,0,M
4907,409428.2601,54,20,S,level,1,1,0,F
4908,954963.5407,34,15,N,decreasing,1,1,0,M
4909,124745.5673,43,15,N,level,1,1,0,M
4910,901883.1715,50,20,S,level,1,1,0,F
4911,598857.662,41,15,N,decreasing,1,1,0,M
4912,315143.4797,52,20,N,level,1,1,0,M
4913,322228.2406,48,20,S,level,1,1,0,M
4914,905748.9801,40,20,N,decreasing,1,1,0,F
4915,741550.7806,20,15,N,level,1,1,0,M
4916,458375.8101,36,15,S,level,1,1,0,F
4917,28720.29915,38,15,N,decreasing,1,1,0,M
4918,672201.6548,59,10,N,level,1,1,0,M
4919,983895.6221,46,10,S,level,1,1,0,M
4920,968075.4712,40,20,N,decreasing,1,1,0,F
4921,212364.3637,20,10,N,level,1,1,0,F
4922,414363.1891,54,10,S,level,1,1,0,F
4923,470017.538,45,15,N,decreasing,1,1,0,M
4924,209796.7054,39,10,N,level,1,1,0,M
4925,562041.4022,46,20,S,level,1,1,0,M
4926,467597.3402,50,20,N,decreasing,1,1,0,F
4927,106157.3787,55,20,N,level,1,1,0,M
4928,160524.3497,28,10,S,level,1,1,0,M
4929,324994.6662,43,20,N,decreasing,1,1,0,F
4930,627523.5814,37,10,N,level,1,1,0,M
4931,959553.9047,26,20,S,level,1,1,0,M
4932,348141.0225,53,20,N,decreasing,1,1,0,M
4933,335427.7171,59,10,N,level,1,1,0,M
4934,500618.9075,58,10,S,level,1,1,0,F
4935,245626.7335,53,10,N,decreasing,1,1,0,F
4936,338539.32,27,15,N,level,1,1,0,M
4937,709548.3644,32,20,S,level,1,1,0,F
4938,461922.6706,39,15,N,decreasing,1,1,0,F
4939,788284.6213,49,15,N,level,1,1,0,M
4940,865922.8344,27,15,S,level,1,1,0,M
4941,25706.03778,39,15,N,decreasing,1,1,0,F
4942,826342.1939,50,15,N,level,1,1,0,M
4943,640713.457,31,10,S,level,1,1,0,F
4944,510697.1039,58,20,N,decreasing,1,1,0,F
4945,62940.87446,43,15,N,level,1,1,0,M
4946,144897.9912,37,20,S,level,1,1,0,F
4947,961997.5053,39,10,N,decreasing,1,1,0,F
4948,292535.2081,33,20,N,level,1,1,0,M
4949,661538.0541,49,10,S,level,1,1,0,M
4950,469318.792,47,20,N,decreasing,1,1,0,F
4951,570755.779,47,10,N,level,1,1,0,M
4952,638736.3836,49,10,S,level,1,1,0,F
4953,483282.2804,33,10,N,decreasing,1,1,0,M
4954,483274.6815,36,15,N,level,1,1,0,F
4955,54471.90964,44,15,S,level,1,1,0,M
4956,103650.1056,41,15,N,decreasing,1,1,0,F
4957,342361.5474,25,10,N,level,1,1,0,F
4958,317751.9111,52,15,S,level,1,1,0,M
4959,660504.8327,24,10,N,decreasing,1,1,0,M
4960,863224.4934,53,10,N,level,1,1,0,M
4961,648633.1449,41,15,S,level,1,1,0,M
4962,893744.8161,45,10,N,decreasing,1,1,0,F
4963,450674.4571,37,10,N,level,1,1,0,M
4964,409280.3413,20,10,S,level,1,1,0,M
4965,175551.9564,54,15,N,decreasing,1,1,0,M
4966,433519.8795,51,20,N,level,1,1,0,F
4967,119295.2483,30,20,S,level,1,1,0,F
4968,210896.0545,49,15,N,decreasing,1,1,0,F
4969,121726.3398,52,10,N,level,1,1,0,M
4970,813131.9325,43,20,S,level,1,1,0,F
4971,552552.4626,54,10,N,decreasing,1,1,0,M
4972,975672.5449,57,20,N,level,1,1,0,M
4973,569384.3441,20,15,S,level,1,1,0,F
4974,387836.3381,58,20,N,decreasing,1,1,0,F
4975,467327.6951,39,15,N,level,1,1,0,F
4976,104434.0636,47,20,S,level,1,1,0,M
4977,624799.9202,52,10,N,decreasing,1,1,0,F
4978,432196.3009,33,10,N,level,1,1,0,M
4979,393480.3569,21,20,S,level,1,1,0,M
4980,408909.4992,44,15,N,decreasing,1,1,0,F
4981,955720.5383,21,15,N,level,1,1,0,M
4982,587978.083,20,15,S,level,1,1,0,F
4983,466969.8875,48,15,N,decreasing,1,1,0,F
4984,376279.1921,46,15,N,level,1,1,0,F
